,train_loss,valid_loss,train_acc,valid_acc,train_auc,valid_auc
0,1.731957914306263,1.274433806058964,0.4166376670378619,0.5642524177276839,0.8777439999459029,0.9531181458868865
1,0.9228077071194303,0.9809160076203827,0.7025160077951003,0.6649620816809295,0.9639947719475093,0.9757287056634761
2,0.6966458131117572,0.8493164234004297,0.7714191258351893,0.7063243581715717,0.9784825862561317,0.9836582766799258
3,0.6063338328318149,0.7216172639277728,0.7991369710467706,0.7521394280943435,0.9834473628461919,0.9863209149049923
4,0.5558677493829548,0.6802890258450026,0.813256890311804,0.7626104501495861,0.9860302226772694,0.988070333397485
5,0.5198831076238529,0.6520683001357406,0.8250017399777283,0.7694635775412231,0.987591515323197,0.9891936008628489
6,0.49210179371518337,0.6043656571126139,0.8326141425389755,0.7840047310930216,0.9889637888793819,0.9903797498791899
7,0.46659518855656223,0.6237919594057787,0.839147758908686,0.778403951854171,0.9899922391099335,0.9911371457657309
8,0.44403575993786026,0.683994261036708,0.8451854816258352,0.7627495999443401,0.9910001646639113,0.991003302290756
9,0.42994867015654403,0.532136169926474,0.8495528257238307,0.802268141654491,0.9915221066259773,0.9920997263346067
10,0.4156900704052023,0.544155972658519,0.8533894766146993,0.8003200445279344,0.9921122040947601,0.9930214854493618
11,0.4018579847110863,0.4909251481869329,0.8579743179287305,0.8168788701036666,0.9925870167421631,0.9934934254716634
